Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Yang, L; Wei, YF; Feng, ZY; Zhang, QX; Han, Z",,,,"Yang, Liu; Wei, Yifei; Feng, Zhiyong; Zhang, Qixun; Han, Zhu",,,"Deep Reinforcement Learning-Based Resource Allocation for Integrated Sensing, Communication, and Computation in Vehicular Network",IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,,,,,,,,,,,,,,,,,"Feng, Zhi-Yong/I-7541-2016",,,,,,,,,,,,,,1536-1276,1558-2248,,,,DEC,2024,23.0,12,,,,,18608.0,18622.0,,10.1109/TWC.2024.3470873,0.0,,,,,,,,,,,,,WOS:001376971600026,0
J,"Hossain, MA; Xiang, AMD; Kiani, A; Saboorian, T; Kaippallimalil, J; Ansari, N",,,,"Hossain, Mohammad Arif; Xiang, Amanda; Kiani, Abbas; Saboorian, Tony; Kaippallimalil, John; Ansari, Nirwan",,,AI-Assisted E2E Network Slicing for Integrated Sensing and Communication in 6G Networks,IEEE INTERNET OF THINGS JOURNAL,,,,,,,,,,,,,,,,,"Ansari, Nirwan/N-1264-2019; Kiani, Abbas/LPQ-3002-2024",,,,,,,,,,,,,,2327-4662,,,,,MAR 15,2024,11.0,6,,,,,10627.0,10634.0,,10.1109/JIOT.2023.3326761,0.0,,,,,,,,,,,,,WOS:001181566200015,0
J,"Rezazadeh, F; Zanzi, L; Devoti, F; Chergui, H; Costa-Perez, X; Verikoukis, C",,,,"Rezazadeh, Farhad; Zanzi, Lanfranco; Devoti, Francesco; Chergui, Hatim; Costa-Perez, Xavier; Verikoukis, Christos",,,On the Specialization of FDRL Agents for Scalable and Distributed 6G RAN Slicing Orchestration,IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,,,,,,,,,,,,,,,,,"Chergui, Hatim/AAG-4482-2019; Costa Pérez, Xavier/GQI-2803-2022; Rezazadeh, Farhad/AAH-5623-2021","Verikoukis, Christos/0000-0001-8774-1052; Zanzi, Lanfranco/0000-0002-2714-0519; Rezazadeh, Farhad/0000-0001-8992-8152; Devoti, Francesco/0000-0002-3179-0821",,,,,,,,,,,,,0018-9545,1939-9359,,,,MAR,2023,72.0,3,,,,,3473.0,3487.0,,10.1109/TVT.2022.3218158,0.0,,,,,,,,,,,,,WOS:000966936000001,0
J,"Narengerile; Thompson, J; Patras, P; Ratnarajah, T",,,,"Narengerile; Thompson, John; Patras, Paul; Ratnarajah, Tharmalingam",,,Deep reinforcement learning-based beam training with energy and spectral efficiency maximisation for millimetre-wave channels,EURASIP JOURNAL ON WIRELESS COMMUNICATIONS AND NETWORKING,,,,,,,,,,,,,,,,,"Thompson, John/LTD-4186-2024",,,,,,,,,,,,,,1687-1472,1687-1499,,,,NOV 14,2022,2022.0,1,,,,,,,110,10.1186/s13638-022-02191-7,0.0,,,,,,,,,,,,,WOS:000883388600001,0
C,"Adeogun, R; Berardinelli, G",,,IEEE,"Adeogun, Ramoni; Berardinelli, Gilberto",,,Distributed Channel Allocation for Mobile 6G Subnetworks via Multi-Agent Deep Q-Learning,"2023 IEEE WIRELESS COMMUNICATIONS AND NETWORKING CONFERENCE, WCNC",IEEE Wireless Communications and Networking Conference,,,,IEEE Wireless Communications and Networking Conference (WCNC),"MAR 26-29, 2023","Glasgow, SCOTLAND","IEEE,Huawei,AWTG,IEEE Commun Soc",,,,,,,,,"Adeogun, Ramoni/J-1865-2016","Adeogun, Ramoni/0000-0003-1118-7141",,,,,,,,,,,,,1525-3511,,978-1-6654-9122-8,,,,2023,,,,,,,,,,10.1109/WCNC55385.2023.10118710,0.0,,,,,,,,,,,,,WOS:000989491900097,0
J,"Zhao, L; Li, HX; Lin, N; Lin, MW; Fan, CL; Shi, JL",,,,"Zhao, Liang; Li, Hongxuan; Lin, Na; Lin, Mingwei; Fan, Chunlong; Shi, Junling",,,Intelligent Content Caching Strategy in Autonomous Driving Toward 6G,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,,,,,,,,,,,,,,,,,"Shi, Junling/U-4771-2019; Zhao, Liang/AAD-2705-2020; Na, Lin/HGC-6193-2022; Lin, Mingwei/AAD-2775-2019","Lin, Mingwei/0000-0003-2026-7178; Lin, Na/0000-0003-4941-1727; Zhao, Liang/0000-0001-5829-6850",,,,,,,,,,,,,1524-9050,1558-0016,,,,JUL,2022,23.0,7,,,,,9786.0,9796.0,,10.1109/TITS.2021.3114199,0.0,,SEP 2021,,,,,,,,,,,WOS:000732213100001,0
J,"Becvar, Z; Gesbert, D; Mach, P; Najla, M",,,,"Becvar, Zdenek; Gesbert, David; Mach, Pavel; Najla, Mehyar",,,Machine Learning-Based Channel Quality Prediction in 6G Mobile Networks,IEEE COMMUNICATIONS MAGAZINE,,,,,,,,,,,,,,,,,"Becvar, Zdenek/G-8062-2012",,,,,,,,,,,,,,0163-6804,1558-1896,,,,JUL,2023,61.0,7,,,,,106.0,112.0,,10.1109/MCOM.001.2200305,0.0,,,,,,,,,,,,,WOS:001055083700019,0
C,"Majumdar, S; Goratti, L; Trivisonno, R; Carle, G",,,IEEE,"Majumdar, Sayantini; Goratti, Leonardo; Trivisonno, Riccardo; Carle, Georg",,,Improving Scalability of 6G Network Automation with Distributed Deep Q-Networks,2022 IEEE GLOBAL COMMUNICATIONS CONFERENCE (GLOBECOM 2022),IEEE Global Communications Conference,,,,IEEE Global Communications Conference (GLOBECOM),"DEC 04-08, 2022","Rio de Janeiro, BRAZIL",IEEE,,,,,,,,,,"Trivisonno, Riccardo/0000-0003-4190-5781",,,,,,,,,,,,,2334-0983,2576-6813,978-1-6654-3540-6,,,,2022,,,,,,,1265.0,1270.0,,10.1109/GLOBECOM48099.2022.10000643,0.0,,,,,,,,,,,,,WOS:000922633501049,0
J,"Nguyen, VD; Vu, TX; Nguyen, NT; Nguyen, DC; Juntti, M; Luong, NC; Hoang, DT; Nguyen, DN; Chatzinotas, S",,,,"Nguyen, Van-Dinh; Vu, Thang X.; Nguyen, Nhan Thanh; Nguyen, Dinh C.; Juntti, Markku; Luong, Nguyen Cong; Hoang, Dinh Thai; Nguyen, Diep N.; Chatzinotas, Symeon",,,Network-Aided Intelligent Traffic Steering in 6G O-RAN: A Multi-Layer Optimization Framework,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,,,,,,,,,,,,,,,,,"Long, Nguyen Phuoc/U-4162-2019; Nguyen, Diep/AAQ-2491-2020; Nguyen, Chi Dinh/GMW-9873-2022; Dinh, Hoang/K-5135-2012; Nguyen, Nhan/KWT-4511-2024; Vu, Thang X./A-2812-2016","Nguyen, Nhan/0000-0001-6961-0147; Nguyen, Dinh/0009-0000-3109-8117; Vu, Thang X./0000-0002-8374-443X; NGUYEN, Van-Dinh/0000-0002-9575-1063; Nguyen, Diep N./0000-0003-2659-8648; Nguyen, Dinh/0000-0002-8092-6756",,,,,,,,,,,,,0733-8716,1558-0008,,,,FEB,2024,42.0,2,,,,,389.0,405.0,,10.1109/JSAC.2023.3336183,0.0,,,,,,,,,,,,,WOS:001174086100005,0
J,"Zhou, SH; Chen, X; Li, C; Chang, WB; Wei, FJ; Yang, LC",,,,"Zhou, Shenghan; Chen, Xu; Li, Chen; Chang, Wenbing; Wei, Fajie; Yang, Linchao",,,Intelligent Road Network Management Supported by 6G and Deep Reinforcement Learning,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524-9050,1558-0016,,,,2024 SEP 18,2024,,,,,,,,,,10.1109/TITS.2024.3451193,0.0,,SEP 2024,,,,,,,,,,,WOS:001317768000001,0
C,"Rezazadeh, F; Chergui, H; Mangues-Bafalluy, J",,,IEEE,"Rezazadeh, Farhad; Chergui, Hatim; Mangues-Bafalluy, Josep",,,Explanation-Guided Deep Reinforcement Learning for Trustworthy 6G RAN Slicing,"2023 IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS WORKSHOPS, ICC WORKSHOPS",IEEE International Conference on Communications Workshops,,,,IEEE International Conference on Communications (IEEE ICC),"MAY 28-JUN 01, 2023","Rome, ITALY","IEEE,IEEE Commun Soc",,,,,,,,,"Mangues-Bafalluy, Josep/AAE-1374-2021; Chergui, Hatim/AAG-4482-2019; Rezazadeh, Farhad/AAH-5623-2021","Rezazadeh, Farhad/0000-0001-8992-8152",,,,,,,,,,,,,2164-7038,,979-8-3503-3307-7,,,,2023,,,,,,,1026.0,1031.0,,10.1109/ICCWORKSHOPS57953.2023.10283684,0.0,,,,,,,,,,,,,WOS:001094861300168,0
J,"Ismail, SF; Kadhim, DJ",,,,"Ismail, Sura F.; Kadhim, Dheyaa Jasim",,,Towards 6G Technology: Insights into Resource Management for Cloud RAN Deployment,IOT,,,,,,,,,,,,,,,,,"Kadhim, Dheyaa/J-9659-2012","Kadhim, Dheyaa Jasim/0000-0003-1290-5280",,,,,,,,,,,,,,2624-831X,,,,JUN,2024,5.0,2,,,,,409.0,448.0,,10.3390/iot5020020,0.0,,,,,,,,,,,,,WOS:001256073900001,0
J,"Noman, HMF; Dimyati, K; Noordin, KA; Hanafi, E; Abdrabou, A",,,,"Noman, Hafiz Muhammad Fahad; Dimyati, Kaharudin; Noordin, Kamarul Ariffin; Hanafi, Effariza; Abdrabou, Atef",,,FeDRL-D2D: Federated Deep Reinforcement Learning- Empowered Resource Allocation Scheme for Energy Efficiency Maximization in D2D-Assisted 6G Networks,IEEE ACCESS,,,,,,,,,,,,,,,,,"Dimyati, Kaharudin/AAU-2370-2021; Noordin, Kamarul Ariffin/B-7751-2010; Hanafi, Effariza/N-1534-2015","Noordin, Kamarul Ariffin/0000-0003-4003-4793; Hanafi, Effariza/0000-0001-6384-0435",,,,,,,,,,,,,2169-3536,,,,,,2024,12.0,,,,,,109775.0,109792.0,,10.1109/ACCESS.2024.3434619,0.0,,,,,,,,,,,,,WOS:001291881900001,0
C,"Abode, D; Adeogun, R; Berardinelli, G",,,IEEE,"Abode, Daniel; Adeogun, Ramoni; Berardinelli, Gilberto",,,Power Control for 6G Industrial Wireless Subnetworks: A Graph Neural Network Approach,"2023 IEEE WIRELESS COMMUNICATIONS AND NETWORKING CONFERENCE, WCNC",IEEE Wireless Communications and Networking Conference,,,,IEEE Wireless Communications and Networking Conference (WCNC),"MAR 26-29, 2023","Glasgow, SCOTLAND","IEEE,Huawei,AWTG,IEEE Commun Soc",,,,,,,,,"ABODE, DANIEL/KUF-4651-2024; Adeogun, Ramoni/J-1865-2016","Abode, Daniel/0000-0002-4722-8518; Adeogun, Ramoni/0000-0003-1118-7141",,,,,,,,,,,,,1525-3511,,978-1-6654-9122-8,,,,2023,,,,,,,,,,10.1109/WCNC55385.2023.10118984,0.0,,,,,,,,,,,,,WOS:000989491900325,0
J,"Tang, FX; Kawamot, Y; Kato, N; Liu, JJ",,,,"Tang, Fengxiao; Kawamot, Yuichi; Kato, Nei; Liu, Jiajia",,,Future Intelligent and Secure Vehicular Network Toward 6G: Machine-Learning Approaches,PROCEEDINGS OF THE IEEE,,,,,,,,,,,,,,,,,"KATO, NEI/T-5892-2019; Tang, Fengxiao/AFN-7960-2022; Kawamoto, Yuichi/GPC-7068-2022; Liu, Jiajia/HJY-9021-2023","LIU, JIAJIA/0000-0003-4273-8866; Kawamoto, Yuichi/0000-0002-5290-6520; Tang, Fengxiao/0000-0003-2414-4802",,,,,,,,,,,,,0018-9219,1558-2256,,,,FEB,2020,108.0,2,,,,,292.0,307.0,,10.1109/JPROC.2019.2954595,0.0,,,,,,,,,,,,,WOS:000510677500007,0
C,"Aykurt, K; Kellerer, W",,"Bernardos, CJ; Martini, B; Rojas, E; Verdi, FL; Zhu, Z; Oki, E; Parzyjegla, H",,"Aykurt, Kaan; Kellerer, Wolfgang",,,Autonomous Network Management in Multi-Domain 6G Networks based on Graph Neural Networks,"2023 IEEE 9TH INTERNATIONAL CONFERENCE ON NETWORK SOFTWARIZATION, NETSOFT",IEEE Conference on Network Softwarization,,,,9th IEEE International Conference on Network Softwarization (IEEE NetSoft) - Boosting Future Networks through Advanced Softwarization,"JUN 19-23, 2023","Univ Carlos III Madrid, Madrid, SPAIN","IEEE,IEEE Commun Soc,Futurewei Technologies,TeraFlow",Univ Carlos III Madrid,,,,,,,,,,,,,,,,,,,,,,2693-9770,,979-8-3503-9980-6,,,,2023,,,,,,,338.0,341.0,,10.1109/NetSoft57336.2023.10175480,0.0,,,,,,,,,,,,,WOS:001032763600054,0
J,"Dangi, R; Choudhary, G; Dragoni, N; Lalwani, P; Khare, U; Kundu, S",,,,"Dangi, Ramraj; Choudhary, Gaurav; Dragoni, Nicola; Lalwani, Praveen; Khare, Utkarsh; Kundu, Souradeep",,,"6G Mobile Networks: Key Technologies, Directions, and Advances",TELECOM,,,,,,,,,,,,,,,,,"lalwani, praveen/AAP-4547-2020; choudhary, Gaurav/ADR-6447-2022; Dragoni, Nicola/HZJ-3522-2023","choudhary, Gaurav/0000-0003-3378-2945; Dragoni, Nicola/0000-0001-9575-2990",,,,,,,,,,,,,,2673-4001,,,,DEC,2023,4.0,4,,,,,836.0,876.0,,10.3390/telecom4040037,0.0,,,,,,,,,,,,,WOS:001136089500001,0
J,"Mekrache, A; Ksentini, A; Verikoukis, C",,,,"Mekrache, Abdelkader; Ksentini, Adlen; Verikoukis, Christos",,,Machine Learning in FCAPS: Toward Enhanced Beyond 5G Network Management,IEEE COMMUNICATIONS SURVEYS AND TUTORIALS,,,,,,,,,,,,,,,,,,"MEKRACHE, Abdelkader/0000-0002-1290-8054",,,,,,,,,,,,,,1553-877X,,,,OCT-DEC,2024,26.0,4,,,,,2769.0,2797.0,,10.1109/COMST.2024.3377531,0.0,,,,,,,,,,,,,WOS:001362237500001,0
J,"Mahesh, HB; Ahammed, GFA; Usha, SM",,,,"Mahesh, H. B.; Ahammed, G. F. Ali; Usha, S. M.",,,The Network Slicing and Performance Analysis of 6G Networks using Machine Learning,EMITTER-INTERNATIONAL JOURNAL OF ENGINEERING TECHNOLOGY,,,,,,,,,,,,,,,,,"SM, USHA/L-7603-2019","SM, USHA/0000-0002-1080-8236",,,,,,,,,,,,,2355-391X,2443-1168,,,,DEC,2023,11.0,2,,,,,174.0,191.0,,10.24003/emitter.v11i2.772,0.0,,,,,,,,,,,,,WOS:001150195300001,0
J,"Boualouache, A; Jolfaei, AA; Engel, T",,,,"Boualouache, Abdelwahab; Jolfaei, Amirhossein Adavoudi; Engel, Thomas",,,Multi-Process Federated Learning With Stacking for Securing 6G-V2X Network Slicing at Cross-Borders,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,,,,,,,,,,,,,,,,,"Boualouache, Abdelwahab/AAB-3594-2021","Engel, Thomas/0000-0002-7374-3927; Boualouache, Abdelwahab/0000-0001-6237-6597; Adavoudi Jolfaei, AmirHossein/0000-0003-0292-7320",,,,,,,,,,,,,1524-9050,1558-0016,,,,SEP,2024,25.0,9,,,,,10941.0,10952.0,,10.1109/TITS.2024.3367388,0.0,,MAR 2024,,,,,,,,,,,WOS:001181506300001,0
J,"Naguib, KM; Ibrahim, II; Elmessalawy, MM; Abdelhaleem, AM",,,,"Naguib, Khaled Mohamed; Ibrahim, Ibrahim Ismail; Elmessalawy, Mahmoud Mohamed; Abdelhaleem, Ahmed Mostafa",,,Optimizing data transmission in 6G software defined networks using deep reinforcement learning for next generation of virtual environments,SCIENTIFIC REPORTS,,,,,,,,,,,,,,,,,"Abd El-Haleem, Ahmed M./X-3275-2019","Abd El-Haleem, Ahmed M./0000-0002-6969-5627",,,,,,,,,,,,,2045-2322,,,,,OCT 28,2024,14.0,1,,,,,,,25695,10.1038/s41598-024-75575-y,0.0,,,,,,,,39465299.0,,,,,WOS:001345832100003,0
J,"Hu, BT; Zhang, WZ; Gao, Y; Du, JB; Chu, XL",,,,"Hu, Bintao; Zhang, Wenzhang; Gao, Yuan; Du, Jianbo; Chu, Xiaoli",,,Multiagent Deep Deterministic Policy Gradient-Based Computation Offloading and Resource Allocation for ISAC-Aided 6G V2X Networks,IEEE INTERNET OF THINGS JOURNAL,,,,,,,,,,,,,,,,,"Zhang, Wenzhang/IAP-8786-2023; Chu, Xiaoli/JWA-5378-2024","Chu, Xiaoli/0000-0003-1863-6149; Hu, Bintao/0000-0003-4821-0448; Du, Jianbo/0000-0002-0845-4942",,,,,,,,,,,,,2327-4662,,,,,OCT 15,2024,11.0,20,,,,,33890.0,33902.0,,10.1109/JIOT.2024.3432728,0.0,,,,,,,,,,,,,WOS:001330865200067,0
J,"Zhu, RJ; Li, G; Zhang, YD; Fang, ZR; Wang, JJ",,,,"Zhu, Ruijie; Li, Gong; Zhang, Yudong; Fang, Zhengru; Wang, Jingjing",,,Load-Balanced Virtual Network Embedding Based on Deep Reinforcement Learning for 6G Regional Satellite Networks,IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,,,,,,,,,,,,,,,,,"Fang, Zhengru/AAQ-3239-2021; Zhu, Ruijie/AAC-8572-2020; Wang, Jingjing/B-7476-2016","Wang, Jingjing/0000-0003-3170-8952; Zhu, Ruijie/0000-0003-1210-546X; Fang, Zhengru/0000-0003-0028-7892",,,,,,,,,,,,,0018-9545,1939-9359,,,,NOV,2023,72.0,11,,,,,14631.0,14644.0,,10.1109/TVT.2023.3279625,0.0,,,,,,,,,,,,,WOS:001142619500062,0
J,"Sun, HF; Wang, JW; Yong, DP; Qin, MW; Zhang, N",,,,"Sun, Haifeng; Wang, Jiawei; Yong, Dongping; Qin, Mingwei; Zhang, Ning",,,Deep Reinforcement Learning-Based Computation Offloading for Mobile Edge Computing in 6G,IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0098-3063,1558-4127,,,,NOV,2024,70.0,4,,,,,7482.0,7493.0,,10.1109/TCE.2024.3436824,0.0,,,,,,,,,,,,,WOS:001389542800042,0
J,"Mukherjee, A; Goswami, P; Khan, MA; Li, MM; Yang, LX; Pillai, P",,,,"Mukherjee, Amrit; Goswami, Pratik; Khan, Mohammad Ayoub; Li Manman; Yang, Lixia; Pillai, Prashant",,,Energy-Efficient Resource Allocation Strategy in Massive IoT for Industrial 6G Applications,IEEE INTERNET OF THINGS JOURNAL,,,,,,,,,,,,,,,,,"Yang, Lixia/AAB-7890-2022; Khan, Mohammad Ayoub/E-6777-2019; Goswami, Pratik/AAB-4602-2019; Mukherjee, Amrit/Q-3174-2016","Mukherjee, Amrit/0000-0002-6714-5568; Yang, Lixia/0000-0002-7943-9846; GOSWAMI, PRATIK/0000-0002-4226-4536",,,,,,,,,,,,,2327-4662,,,,,APR 1,2021,8.0,7,,,,,5194.0,5201.0,,10.1109/JIOT.2020.3035608,0.0,,,,,,,,,,,,,WOS:000633436600009,0
J,"Duong, TQ; Nguyen, LD; Bui, TT; Pham, KD; Karagiannidis, GK",,,,"Duong, Trung Q.; Nguyen, Long D.; Bui, Tinh T.; Pham, Khanh D.; Karagiannidis, George K.",,,Machine Learning-Aided Real-Time Optimized Multibeam for 6G Integrated Satellite-Terrestrial Networks: Global Coverage for Mobile Services,IEEE NETWORK,,,,,,,,,,,,,,,,,"nguyen, long/KHV-1588-2024; Karagiannidis, George/A-5190-2014; Duong, Trung/AAI-6804-2020",,,,,,,,,,,,,,0890-8044,1558-156X,,,,MAR-APR,2023,37.0,2,,,,,86.0,93.0,,10.1109/MNET.003.2200275,0.0,,,,,,,,,,,,,WOS:001088198000018,0
J,"Nomikos, N; Charalambous, T; Trakadas, P; Wichman, R",,,,"Nomikos, Nikolaos; Charalambous, Themistoklis; Trakadas, Panagiotis; Wichman, Risto",,,Bandit-Based Learning-Aided Full-Duplex/Half-Duplex Mode Selection in 6G Cooperative Relay Networks,IEEE OPEN JOURNAL OF THE COMMUNICATIONS SOCIETY,,,,,,,,,,,,,,,,,"Nomikos, Nikolaos/D-9982-2018; Wichman, Risto/G-2469-2013; Trakadas, Panagiotis/AAD-7611-2019; Charalambous, Themistoklis/ABD-9544-2021; Charalambous, Themistoklis/L-7469-2015","Nomikos, Nikolaos/0000-0002-9210-9796; Wichman, Risto/0000-0002-5261-5037; Charalambous, Themistoklis/0000-0003-4800-6738",,,,,,,,,,,,,,2644-125X,,,,,2024,5.0,,,,,,1415.0,1429.0,,10.1109/OJCOMS.2024.3370476,0.0,,,,,,,,,,,,,WOS:001184777000004,0
J,"Yazar, A; Arslan, H",,,,"Yazar, Ahmet; Arslan, Huseyin",,,A Waveform Parameter Assignment Framework for 6G With the Role of Machine Learning,IEEE OPEN JOURNAL OF VEHICULAR TECHNOLOGY,,,,,,,,,,,,,,,,,"Arslan, Huseyin/ABI-3865-2020; Yazar, Ahmet/V-8524-2019","Yazar, Ahmet/0000-0001-9348-9092; Arslan, Huseyin/0000-0001-9474-7372",,,,,,,,,,,,,,2644-1330,,,,,2020,1.0,,,,,,156.0,172.0,,10.1109/OJVT.2020.2992502,0.0,,,,,,,,,,,,,WOS:000723373100012,0
J,"Gupta, RK; Mahajan, S; Misra, R",,,,"Gupta, Rohit Kumar; Mahajan, Shashwat; Misra, Rajiv",,,Resource orchestration in network slicing using GAN-based distributional deep Q-network for industrial applications,JOURNAL OF SUPERCOMPUTING,,,,,,,,,,,,,,,,,"Misra, Rajiv/AAR-3027-2021; Gupta, Dr. Rohit Kumar/AED-4709-2022","Gupta, Dr. Rohit Kumar/0000-0002-1080-2651",,,,,,,,,,,,,0920-8542,1573-0484,,,,MAR,2023,79.0,5,,,,,5109.0,5138.0,,10.1007/s11227-022-04867-9,0.0,,OCT 2022,,,,,,,,,,,WOS:000866321800005,0
C,"Elbir, AM; Shi, W; Mishra, KV; Papazafeiropoulos, AK; Chatzinotas, S",,,IEEE,"Elbir, Ahmet M.; Shi, Wei; Mishra, Kumar Vijay; Papazafeiropoulos, Anastasios K.; Chatzinotas, Symeon",,,IMPLICIT CHANNEL LEARNING FOR MACHINE LEARNING APPLICATIONS IN 6G WIRELESS NETWORKS,"2023 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH, AND SIGNAL PROCESSING WORKSHOPS, ICASSPW",,,,,"IEEE International Conference on Acoustics, Speech, and Signal Processing (ICASSP)","JUN 04-10, 2023",GREECE,"IEEE,IEEE Signal Proc Soc",,,,,,,,,"Shi, Wei/P-2846-2019; PAPAZAFEIROPOULOS, Anastasios/X-2625-2019; Elbir, Ahmet M./Q-1265-2015","Elbir, Ahmet M./0000-0003-4060-3781",,,,,,,,,,,,,,,979-8-3503-0261-5,,,,2023,,,,,,,,,,10.1109/ICASSPW59220.2023.10193569,0.0,,,,,,,,,,,,,WOS:001046933700156,0
J,"Zhou, XH; Bilal, M; Dou, RH; Rodrigues, JJPC; Zhao, QZ; Dai, JG; Xu, XL",,,,"Zhou, Xuanhong; Bilal, Muhammad; Dou, Ruihan; Rodrigues, Joel J. P. C.; Zhao, Qingzhan; Dai, Jianguo; Xu, Xiaolong",,,Edge Computation Offloading With Content Caching in 6G-Enabled IoV,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,,,,,,,,,,,,,,,,,"Rodrigues, Joel/A-8103-2013; Xu, Xiaolong/U-2547-2019; Bilal, Muhammad/F-5225-2019","Xuanhong, Zhou/0000-0001-9071-2201; Xu, Xiaolong/0000-0003-4879-9803; Rodrigues, Joel/0000-0001-8657-3800; Bilal, Muhammad/0000-0003-4221-0877",,,,,,,,,,,,,1524-9050,1558-0016,,,,MAR,2024,25.0,3,,,,,2733.0,2747.0,,10.1109/TITS.2023.3239599,0.0,,JAN 2023,,,,,,,,,,,WOS:000935671500001,0
J,"Kaur, J; Khan, MA",,,,"Kaur, Jasneet; Khan, M. Arif",,,Federation based joint client and server side Machine Learning for 5G and Wireless Channel Estimation,COMPUTER NETWORKS,,,,,,,,,,,,,,,,,"Khan, M./M-3555-2017","Khan, Arif/0000-0001-6112-8874",,,,,,,,,,,,,1389-1286,1872-7069,,,,MAY 22,2022,209.0,,,,,,,,108902,10.1016/j.comnet.2022.108902,0.0,,APR 2022,,,,,,,,,,,WOS:000797935400002,0
J,"Koursioumpas, N; Magoula, L; Petropouleas, N; Thanopoulos, AI; Panagea, T; Alonistioti, N; Gutierrez-Estevez, MA; Khalili, R",,,,"Koursioumpas, Nikolaos; Magoula, Lina; Petropouleas, Nikolaos; Thanopoulos, Alexandros-Ioannis; Panagea, Theodora; Alonistioti, Nancy; Gutierrez-Estevez, M. A.; Khalili, Ramin",,,A Safe Deep Reinforcement Learning Approach for Energy Efficient Federated Learning in Wireless Communication Networks,IEEE TRANSACTIONS ON GREEN COMMUNICATIONS AND NETWORKING,,,,,,,,,,,,,,,,,"Gutierrez-Estevez, Miguel Angel/HGD-3344-2022; Magoula, Lina/JQV-8372-2023",,,,,,,,,,,,,,2473-2400,,,,,DEC,2024,8.0,4,,,,,1862.0,1874.0,,10.1109/TGCN.2024.3372695,0.0,,,,,,,,,,,,,WOS:001360471900040,0
C,"Perez-Romero, J; Salient, O; Vilà, I; Kartsakli, E; Tuna, ÖF; Mohalik, SK; Tao, X",,,IEEE,"Perez-Romero, Jordi; Salient, Oriol; Vila, Irene; Kartsakli, Elli; Tuna, Omer Faruk; Mohalik, Swamp Kumar; Tao, Xin",,,Towards Trustworthy Reinforcement Learning-based Resource Management in Beyond 5G,"2024 JOINT EUROPEAN CONFERENCE ON NETWORKS AND COMMUNICATIONS & 6G SUMMIT, EUCNC/6G SUMMIT 2024",European Conference on Networks and Communications,,,,Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit),"JUN 03-06, 2024","Antwerp, BELGIUM",IEEE,,,,,,,,,"Kartsakli, Elli/G-4046-2018","Kartsakli, Elli/0000-0001-5606-0123",,,,,,,,,,,,,2475-6490,2575-4912,979-8-3503-4499-8; 979-8-3503-4500-1,,,,2024,,,,,,,806.0,811.0,,10.1109/EuCNC/6GSummit60053.2024.10597001,0.0,,,,,,,,,,,,,WOS:001275093600003,0
