Title,Year,ISSN,DOI,Link
"Balancing QoS and Security in the Edge: Existing Practices, Challenges, and 6G Opportunities with Machine Learning",2022,1553877X,10.1109/COMST.2022.3191697,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135221791&doi=10.1109%2fCOMST.2022.3191697&partnerID=40&md5=5bf91d5e159593234cac73bee8ca571f
Softwarized Resource Management and Allocation With Autonomous Awareness for 6G-Enabled Cooperative Intelligent Transportation Systems,2022,15249050,10.1109/TITS.2022.3209899,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141480294&doi=10.1109%2fTITS.2022.3209899&partnerID=40&md5=9bc43f6910b16b482e24d1cb7b10c34f
Deep-Learning-Based Intelligent Intervehicle Distance Control for 6G-Enabled Cooperative Autonomous Driving,2021,23274662,10.1109/JIOT.2020.3048050,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099102064&doi=10.1109%2fJIOT.2020.3048050&partnerID=40&md5=8d713b5474ae674537b5b0cb36e8d951
Differential Privacy and IRS Empowered Intelligent Energy Harvesting for 6G Internet of Things,2022,23274662,10.1109/JIOT.2021.3104833,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113193790&doi=10.1109%2fJIOT.2021.3104833&partnerID=40&md5=8bb06ab247d7a56a410adf1fa6ccd814
Deep Reinforcement Learning-Based Power Allocation for Rate-Splitting Multiple Access in 6G LEO Satellite Communication System,2022,21622337,10.1109/LWC.2022.3196408,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135750720&doi=10.1109%2fLWC.2022.3196408&partnerID=40&md5=88fa04fbae61d96fe649b4a4fd66e0c7
Artificial Intelligence for 6G Networks: Technology Advancement and Standardization,2022,15566072,10.1109/MVT.2022.3164758,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129396283&doi=10.1109%2fMVT.2022.3164758&partnerID=40&md5=3befdc7666c5924984b5c10e363d1e2d
Softwarized management of 6G network for green Internet of Things,2022,01403664,10.1016/j.comcom.2022.01.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126062451&doi=10.1016%2fj.comcom.2022.01.018&partnerID=40&md5=fd17d4494906da30337ba922d8fa35d7
SliceBlock: Context-Aware Authentication Handover and Secure Network Slicing Using DAG-Blockchain in Edge-Assisted SDN/NFV-6G Environment,2022,23274662,10.1109/JIOT.2022.3161838,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134157246&doi=10.1109%2fJIOT.2022.3161838&partnerID=40&md5=60ac1df59ddd7fb8668bd60a27d787eb
"IRS-Empowered 6G Networks: Deployment Strategies, Performance Optimization, and Future Research Directions",2022,21693536,10.1109/ACCESS.2022.3220682,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141587387&doi=10.1109%2fACCESS.2022.3220682&partnerID=40&md5=1a75a19ab24555db5cc0bb1b6789df8f
Intelligent Content Caching Strategy in Autonomous Driving Toward 6G,2022,15249050,10.1109/TITS.2021.3114199,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118651447&doi=10.1109%2fTITS.2021.3114199&partnerID=40&md5=b7272ebb82afd93f2593d7e759f1386d
Efficient and reliable hybrid deep learning-enabled model for congestion control in 5G/6G networks,2022,01403664,10.1016/j.comcom.2021.11.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119096411&doi=10.1016%2fj.comcom.2021.11.001&partnerID=40&md5=9e2a4fd04567f917a483b45978a24539
Deep Reinforcement Learning-Based Adaptive Handover Mechanism for VLC in a Hybrid 6G Network Architecture,2021,21693536,10.1109/ACCESS.2021.3089521,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117545110&doi=10.1109%2fACCESS.2021.3089521&partnerID=40&md5=c3865abaa67af1b69725d2c0d1457142
The Evolution of Networks and Management in a 6G World: An Inventor's View,2022,19324537,10.1109/TNSM.2022.3188200,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134264731&doi=10.1109%2fTNSM.2022.3188200&partnerID=40&md5=eb897b15ce9309d16b7097f74d2a5751
Neural architecture search for robust networks in 6g-enabled massive iot domain,2021,23274662,10.1109/JIOT.2020.3040281,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097134583&doi=10.1109%2fJIOT.2020.3040281&partnerID=40&md5=c235bee8f18ca37edaed963fc47419ec
Federated Imitation Learning: A Cross-Domain Knowledge Sharing Framework for Traffic Scheduling in 6G Ubiquitous IoT,2021,08908044,10.1109/MNET.011.2100134,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119428361&doi=10.1109%2fMNET.011.2100134&partnerID=40&md5=62b3d0799847470bf279f6313992998a
A Deep-Q Learning Scheme for Secure Spectrum Allocation and Resource Management in 6G Environment,2022,19324537,10.1109/TNSM.2022.3186725,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133677664&doi=10.1109%2fTNSM.2022.3186725&partnerID=40&md5=6335806205f5a16598670eef54ee2b4a
Cybertwin-driven resource allocation using deep reinforcement learning in 6G-enabled edge environment,2022,13191578,10.1016/j.jksuci.2022.02.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125434300&doi=10.1016%2fj.jksuci.2022.02.005&partnerID=40&md5=5b0203dd8a603bdeee7e662773ae0657
Evolution Toward 6G Multi-Band Wireless Networks: A Resource Management Perspective,2022,15361284,10.1109/MWC.006.2100536,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132533042&doi=10.1109%2fMWC.006.2100536&partnerID=40&md5=66e3f9052547bd82c9695a57c8a46c32
Continual Learning Digital Predistortion of RF Power Amplifier for 6G AI-Empowered Wireless Communication,2022,00189480,10.1109/TMTT.2022.3210199,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139820378&doi=10.1109%2fTMTT.2022.3210199&partnerID=40&md5=021d138a599aa150cc25eb12d0468fd6
Toward Energy-Efficient Distributed Federated Learning for 6G Networks,2021,15361284,10.1109/MWC.012.2100153,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124225962&doi=10.1109%2fMWC.012.2100153&partnerID=40&md5=abf417e18f40f4b57c669cdd5395300b
Reinforcement Learning-Empowered Mobile Edge Computing for 6G Edge Intelligence,2022,21693536,10.1109/ACCESS.2022.3183647,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132730469&doi=10.1109%2fACCESS.2022.3183647&partnerID=40&md5=a82b2787966960efb4f79a477a86b730
BlockCRN-IoCV: Secure Spectrum Access and Beamforming for Defense Against Attacks in mmWave Massive MIMO CRN in 6G Internet of Connected Vehicles,2022,21693536,10.1109/ACCESS.2022.3187745,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133791513&doi=10.1109%2fACCESS.2022.3187745&partnerID=40&md5=33b5d57688d10a3b5db8c57b58c6d14e
Collaborative Machine Learning for Energy-Efficient Edge Networks in 6G,2021,08908044,10.1109/MNET.100.2100313,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124142355&doi=10.1109%2fMNET.100.2100313&partnerID=40&md5=2b96dd20a6cf3041aed807d07f23d204
Resource Allocation and Task Off-Loading for 6G Enabled Smart Edge Environments,2022,21693536,10.1109/ACCESS.2022.3203711,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137547571&doi=10.1109%2fACCESS.2022.3203711&partnerID=40&md5=d717858ce2ee9ae99c055670b58f8c61
Energy-efficient resource allocation strategy in massive iot for industrial 6G applications,2021,23274662,10.1109/JIOT.2020.3035608,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098757956&doi=10.1109%2fJIOT.2020.3035608&partnerID=40&md5=e040c8860dae06f334ad9e709664cf8f
AI in 6G: Energy-Efficient Distributed Machine Learning for Multilayer Heterogeneous Networks,2022,08908044,10.1109/MNET.104.2100422,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135741085&doi=10.1109%2fMNET.104.2100422&partnerID=40&md5=2cd9b853a0677e329f585ce8771933a4
"Towards artificial intelligence enabled 6G: State of the art, challenges, and opportunities",2020,13891286,10.1016/j.comnet.2020.107556,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093941078&doi=10.1016%2fj.comnet.2020.107556&partnerID=40&md5=601c3c2c8b641d93b68c9e5225fc0368
Smart stochastic routing for 6G-enabled massive Internet of Things,2021,01403664,10.1016/j.comcom.2021.09.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116592901&doi=10.1016%2fj.comcom.2021.09.015&partnerID=40&md5=626869a68f978204adb99d8ea1dc0981
Intelligent Radio Access Network Slicing for Service Provisioning in 6G: A Hierarchical Deep Reinforcement Learning Approach,2021,15580857,10.1109/TCOMM.2021.3090423,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9459763
Zero-Touch AI-Driven Distributed Management for Energy-Efficient 6G Massive Network Slicing,2021,1558156X,10.1109/MNET.111.2100322,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9687472
Spectrum-Learning-Aided Reconfigurable Intelligent Surfaces for “Green” 6G Networks,2021,1558156X,10.1109/MNET.110.2100301,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9687460
AI-Based Resource Provisioning of IoE Services in 6G: A Deep Reinforcement Learning Approach,2021,19324537,10.1109/TNSM.2021.3066625,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9380677
6G Ecosystem: Current Status and Future Perspective,2021,21693536,10.1109/ACCESS.2021.3054833,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9335927
SpiderNet: Spectrally Efficient and Energy Efficient Data Aided Demand Driven Elastic Architecture for 6G,2021,1558156X,10.1109/MNET.101.2000635,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9537922
Transfer Learning Promotes 6G Wireless Communications: Recent Advances and Future Challenges,2021,15581721,10.1109/TR.2021.3062045,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9388790
AI-Driven Collaborative Resource Allocation for Task Execution in 6G-Enabled Massive IoT,2021,23274662,10.1109/JIOT.2021.3051031,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9320578
Intelligent Mobile Edge Caching for Popular Contents in Vehicular Cloud Toward 6G,2021,19399359,10.1109/TVT.2021.3076304,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9417701
6G Cellular Networks and Connected Autonomous Vehicles,2021,1558156X,10.1109/MNET.011.2000541,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9261960
Information-Centric Massive IoT-Based Ubiquitous Connected VR/AR in 6G: A Proposed Caching Consensus Approach,2021,23274662,10.1109/JIOT.2020.3030718,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9222169
Coalition of 6G and Blockchain in AR/VR Space: Challenges and Future Directions,2021,21693536,10.1109/ACCESS.2021.3136860,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9656726
Toward 6G Internet of Things and the Convergence With RoF System,2021,23274662,10.1109/JIOT.2020.3047613,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9309383
Guest Editorial: AI and 6G Convergence: An Energy Efficiency Perspective,2021,1558156X,10.1109/MNET.2021.9687499,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9687499
Guest Editorial Introduction to the Special Section on Vehicular Networks in the Era of 6G: End-Edge-Cloud Orchestrated Intelligence,2021,19399359,10.1109/TVT.2021.3084829,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9477551
Deep Learning for Multi-User Proactive Beam Handoff: A 6G Application,2023,21693536,10.1109/ACCESS.2023.3274810,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10122528
Machine Learning for Large-Scale Optimization in 6G Wireless Networks,2023,1553877X,10.1109/COMST.2023.3300664,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10198239
DL-Based Minimizing Virtual Environment Resource Usage in 6G Cellular Networks,2023,21693536,10.1109/ACCESS.2023.3326842,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10292647
Simultaneous Transmitting and Reflecting-Reconfigurable Intelligent Surface in 6G: Design Guidelines and Future Perspectives,2023,1558156X,10.1109/MNET.129.2200389,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982306
6G Network AI Architecture for Everyone-Centric Customized Services,2023,1558156X,10.1109/MNET.124.2200241,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9839652
Energy-Efficient Coverage and Capacity Enhancement With Intelligent UAV-BSs Deployment in 6G Edge Networks,2023,15580016,10.1109/TITS.2022.3198834,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9868213
AI Models for Green Communications Towards 6G,2022,1553877X,10.1109/COMST.2021.3130901,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9627726
HCP: Heterogeneous Computing Platform for Federated Learning Based Collaborative Content Caching Towards 6G Networks,2022,21686750,10.1109/TETC.2020.2986238,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9060924
AI-Aided Integrated Terrestrial and Non-Terrestrial 6G Solutions for Sustainable Maritime Networking,2022,1558156X,10.1109/MNET.104.2100351,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9829372
Proactive and AoI-Aware Failure Recovery for Stateful NFV-Enabled Zero-Touch 6G Networks: Model-Free DRL Approach,2022,19324537,10.1109/TNSM.2021.3113054,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9539883
Deep Learning of Transferable MIMO Channel Modes for 6G V2X Communications,2022,15582221,10.1109/TAP.2022.3169950,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9765739
Holistic Network Virtualization and Pervasive Network Intelligence for 6G,2022,1553877X,10.1109/COMST.2021.3135829,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9651548
Intelligent Reflecting Surface Aided Network under Interference toward 6G Applications,2022,1558156X,10.1109/MNET.001.2100675,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9919748
DRL-Based Low-Latency Content Delivery for 6G Massive Vehicular IoT,2022,23274662,10.1109/JIOT.2021.3064874,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9373572
"6G for Vehicle-to-Everything (V2X) Communications: Enabling Technologies, Challenges, and Opportunities",2022,15582256,10.1109/JPROC.2022.3173031,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9779322
Ethically Responsible and Trustworthy Autonomous Systems for 6G,2022,1558156X,10.1109/MNET.005.2100711,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9919759
What Will the Future of UAV Cellular Communications Be? A Flight From 5G to 6G,2022,1553877X,10.1109/COMST.2022.3171135,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9768113
"On the Road to 6G: Visions, Requirements, Key Technologies, and Testbeds",2023,1553877X,10.1109/COMST.2023.3249835,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10054381
Low Altitude 3-D Coverage Performance Analysis of Cell-Free RAN for 6G Systems,2023,19399359,10.1109/TVT.2023.3296794,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10192084
Toward User-Centric Resource Allocation for 6G: An Economic Perspective,2023,1558156X,10.1109/MNET.115.2200027,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9848429
Channel Modeling and Estimation for Reconfigurable-Intelligent-Surface-Based 6G SAGIN IoT,2023,23274662,10.1109/JIOT.2022.3224847,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9964037
Reconfigurable Intelligent Surfaces for 6G: Nine Fundamental Issues and One Critical Problem,2023,10070214,10.26599/TST.2023.9010001,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10130029
An Adaptive Biomimetic Ant Colony Optimization With 6G Integration for IoT Network Communication,2023,21693536,10.1109/ACCESS.2023.3310273,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10234405
Energy-Efficient Joint Computation Offloading and Resource Allocation Strategy for ISAC-Aided 6G V2X Networks,2023,24732400,10.1109/TGCN.2023.3234263,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10007643
Federated Learning Meets Intelligence Reflection Surface in Drones for Enabling 6G Networks: Challenges and Opportunities,2023,21693536,10.1109/ACCESS.2023.3323399,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10274974
AI-Enabled Network-Functions Virtualization and Software-Defined Architectures for Customized Statistical QoS Over 6G Massive MIMO Mobile Wireless Networks,2023,1558156X,10.1109/MNET.005.2200408,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10239348
Energy-Efficient Spectrum Sharing for 6G Ubiquitous IoT Networks Through Blockchain,2023,23274662,10.1109/JIOT.2022.3224849,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9964080
Optimal Deployment and Operation of Robotic Aerial 6G Small Cells With Grasping End Effectors,2023,19399359,10.1109/TVT.2023.3269906,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10107795
"Combining Federated Learning and Edge Computing Toward Ubiquitous Intelligence in 6G Network: Challenges, Recent Advances, and Future Directions",2023,1553877X,10.1109/COMST.2023.3316615,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10258360
A Low Complexity Passive Beamforming Design for Reconfigurable Intelligent Surface (RIS) in 6G Networks,2023,19399359,10.1109/TVT.2022.3233469,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10040911
Improving Application Support in 6G Networks With CAPOM: Confluence-Aided Process Organization Method,2023,21693536,10.1109/ACCESS.2023.3310808,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10235956
Artificial-Intelligence-Enabled Intelligent 6G Networks,2020,1558156X,10.1109/MNET.011.2000195,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9237460
Patient-Centric HetNets Powered by Machine Learning and Big Data Analytics for 6G Networks,2020,21693536,10.1109/ACCESS.2020.2992555,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9086596
Future Intelligent and Secure Vehicular Network Toward 6G: Machine-Learning Approaches,2020,15582256,10.1109/JPROC.2019.2954595,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8926369
"6G Wireless Systems: A Vision, Architectural Elements, and Future Directions",2020,21693536,10.1109/ACCESS.2020.3015289,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9163104
6G and Beyond: The Future of Wireless Communications Systems,2020,21693536,10.1109/ACCESS.2020.3010896,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9145564
Envisioning Device-to-Device Communications in 6G,2020,1558156X,10.1109/MNET.001.1900652,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9048621
Edge Intelligence for IoT Services in 6G Integrated Terrestrial and Non-Terrestrial Networks,2024,1558156X,10.1109/MNET.2024.3384389,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10494748
GainNet: Coordinates the Odd Couple of Generative AI and 6G Networks,2024,1558156X,10.1109/MNET.2024.3418671,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10570229
Toward Intelligent and Adaptive Task Scheduling for 6G: An Intent-Driven Framework,2024,23327731,10.1109/TCCN.2024.3391318,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10505907
Adversarial Attacks and Defenses in 6G Network-Assisted IoT Systems,2024,23274662,10.1109/JIOT.2024.3373808,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10460991
FBMP-IDS: FL-Based Blockchain-Powered Lightweight MPC-Secured IDS for 6G Networks,2024,21693536,10.1109/ACCESS.2024.3435920,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10614597
Revamping the Resilience and High Availability of 5G Core for 6G Ready Network Slices,2024,19324537,10.1109/TNSM.2023.3348137,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10376225
Knowledge-Driven Deep Learning Paradigms for Wireless Network Optimization in 6G,2024,1558156X,10.1109/MNET.2024.3352257,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10387423
Localization-Oriented Digital Twinning in 6G: A New Indoor-Positioning Paradigm and Proof-of-Concept,2024,15582248,10.1109/TWC.2024.3373034,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10471311
Reconfigurable Intelligent Surfaces for 6G Mobile Networks: An Industry R&D Perspective,2024,21693536,10.1109/ACCESS.2024.3485227,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10731955
Dynamic Fine-Grained SLA Management for 6G eMBB-Plus Slice Using mDNN & Smart Contracts,2024,19391374,10.1109/TSC.2024.3453709,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10663940
Enabling 6G Applications in the Sky: Aeronautical Federation Framework,2024,1558156X,10.1109/MNET.132.2200526,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10061632
"Toward Efficient 6G IoT Networks: A Perspective on Resource Optimization Strategies, Challenges, and Future Directions",2024,21693536,10.1109/ACCESS.2024.3405487,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10539120
Network Selection and Resource Allocation for Coexistence of eMBB and URLLC Services in a 6G Multi-Band HetNet,2024,24732400,10.1109/TGCN.2024.3481281,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10716774
Sub-6G Aided Millimeter Wave Hybrid Beamforming: A Two-Stage Deep Learning Framework With Statistical Channel Information,2024,24732400,10.1109/TGCN.2024.3359208,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10415870
FAQ: A Fuzzy-Logic-Assisted Q-Learning Model for Resource Allocation in 6G V2X,2024,23274662,10.1109/JIOT.2023.3294279,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10184194
Multi-Agent DRL-Based Consensus Mechanism for Blockchain-Based Collaborative Computing in UAV-Assisted 6G Networks,2024,23274662,10.1109/JIOT.2024.3484005,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10726599
Blockchain and 6G: Pioneering New Dimensions in Metaverse Marketing,2024,21693536,10.1109/ACCESS.2024.3438842,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10623474
Leveraging Large Language Models for Intelligent Control of 6G Integrated TN-NTN With IoT Service,2024,1558156X,10.1109/MNET.2024.3384013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10487933
A Tutorial on Environment-Aware Communications via Channel Knowledge Map for 6G,2024,1553877X,10.1109/COMST.2024.3364508,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10430216
Intelligent Surfaces Empowered Wireless Network: Recent Advances and the Road to 6G,2024,15582256,10.1109/JPROC.2024.3397910,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555049
"The Integrated Sensing and Communication Revolution for 6G: Vision, Techniques, and Applications",2024,15582256,10.1109/JPROC.2024.3397609,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10536135
"Channel Scenario Extensions, Identifications, and Adaptive Modeling for 6G Wireless Communications",2024,23274662,10.1109/JIOT.2023.3315296,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10251425
FedShip: Federated Over-the-Air Learning for Communication-Efficient and Privacy-Aware Smart Shipping in 6G Communications,2024,15580016,10.1109/TITS.2024.3468383,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10707001
Electric Semantic Compression-Based 6G Wireless Sensing and Communication Integrated Resource Allocation,2024,23274662,10.1109/JIOT.2024.3444450,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10677448
Toward AI-Enabled Green 6G Networks: A Resource Management Perspective,2024,21693536,10.1109/ACCESS.2024.3460656,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10679787
Reinforcement Learning Based Resource Management for 6G-Enabled mIoT With Hypergraph Interference Model,2024,15580857,10.1109/TCOMM.2024.3372892,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10458122
"Split Federated Learning for 6G Enabled-Networks: Requirements, Challenges, and Future Directions",2024,21693536,10.1109/ACCESS.2024.3351600,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10385040
Big Data Analytics Model Using Artificial Intelligence (AI) and 6G Technologies for Healthcare,2024,21693536,10.1109/ACCESS.2024.3427333,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10596294
Toward Autonomous Resource Management Architecture for 6G Satellite-Terrestrial Integrated Networks,2024,1558156X,10.1109/MNET.2024.3354308,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10400511
"Leveraging Network Data Analytics Function and Machine Learning for Data Collection, Resource Optimization, Security and Privacy in 6G Networks",2024,21693536,10.1109/ACCESS.2024.3359992,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10416824
6G: Technology Evolution in Future Wireless Networks,2024,21693536,10.1109/ACCESS.2024.3385230,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10491244
Toward Bridging the FL Performance-Explainability Tradeoff: A Trustworthy 6G RAN Slicing Use-Case,2024,19399359,10.1109/TVT.2024.3364363,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10430406
Holographic MIMO With Integrated Sensing and Communication for Energy-Efficient Cell-Free 6G Networks,2024,23274662,10.1109/JIOT.2024.3411695,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10552365
Efficient End–Edge–Cloud Task Offloading in 6G Networks Based on Multiagent Deep Reinforcement Learning,2024,23274662,10.1109/JIOT.2024.3372614,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10477307
AI-Enhanced Quantum-Secured IoT Communication Framework for 6G Cognitive Radio Networks,2024,21693536,10.1109/ACCESS.2024.3471711,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10701274
Task-Oriented 6G Native-AI Network Architecture,2024,1558156X,10.1109/MNET.2023.3321464,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10273257
Reliability-Guaranteed Uplink Resource Management in Proactive Mobile Network for Minimal Latency Communications,2023,15361276,10.1109/TWC.2022.3231319,
A Robust Hybrid Neural Network Architecture for Blind Source Separation of Speech Signals Exploiting Deep Learning,2023,21693536,10.1109/ACCESS.2023.3313972,
"Deep Reinforcement Learning-Based Resource Allocation for Integrated Sensing, Communication, and Computation in Vehicular Network",2024,15361276,10.1109/TWC.2024.3470873,
Federation based joint client and server side Machine Learning for 5G and Wireless Channel Estimation,2022,13891286,10.1016/j.comnet.2022.108902,
A Safe Deep Reinforcement Learning Approach for Energy Efficient Federated Learning in Wireless Communication Networks,2024,24732400,10.1109/TGCN.2024.3372695,
Computation Offloading and Resource Allocation in MEC-Enabled Integrated Aerial-Terrestrial Vehicular Networks: A Reinforcement Learning Approach,2022,15249050,10.1109/TITS.2022.3179987,
Machine Learning Techniques for 5G and Beyond,2021,21693536,10.1109/ACCESS.2021.3051557,
Quantum Neural Networks for Resource Allocation in Wireless Communications,2022,15361276,10.1109/TWC.2021.3102139,
Reinforcement Learning Assisted Bandwidth Aware Virtual Network Resource Allocation,2022,19324537,10.1109/TNSM.2022.3199471,
Standing on the Shoulders of Giants: Cross-Slice Federated Meta Learning for Resource Orchestration to Cold-Start Slice,2023,10636692,10.1109/TNET.2022.3200853,
A Model-Driven Deep Learning Algorithm for Joint Activity Detection and Channel Estimation,2020,10897798,10.1109/LCOMM.2020.3011571,
Machine Learning Enables Radio Resource Allocation in the Downlink of Ultra-Low Latency Vehicular Networks,2022,21693536,10.1109/ACCESS.2022.3168986,
Slicing a FANET for heterogeneous delay-constrained applications,2022,01403664,10.1016/j.comcom.2022.08.024,
Data-Assisted Radio Resource Allocation in Shared Spectrum Multi-RAT Heterogeneous Network,2024,21693536,10.1109/ACCESS.2024.3464372,
On Joint Offloading and Resource Allocation: A Double Deep Q-Network Approach,2021,23327731,10.1109/TCCN.2021.3116251,
A novel approach for flow analysis in software-based networks using L-moments theory,2023,01403664,10.1016/j.comcom.2023.01.022,
Extensive Edge Intelligence for Future Vehicular Networks in 6G,2021,15361284,10.1109/MWC.001.2000393,
